price,bedrooms,bathrooms,Type of Property,Erf Size,Floor Size,Levies,Pool,Rates and Taxes,parking space,Pets Allowed
R 3 100 000,2.0,1.0,Apartment/Flat,,,,0,,1.0,
R 2 500 000,,,CommercialProperty,,,,0,,,
R 2 700 000 - R 5 400 000,,,,,,,0,,,
R 3 700 000,5.0,3.0,House,2100m²,451m²,,0,,3.0,1.0
R 860 000,,,Townhouse,,,R1650,0,,,
R 1 100 000,4.0,2.0,House,495m²,,,0,R650,,1.0
R 2 800 000,10.0,5.0,Apartment/Flat,991m²,,,0,R760,10.0,
R 620 000,1.0,1.0,Apartment/Flat,,49m²,R1320,0,R363,,
R 13 200 000,,,CommercialProperty,2260m²,,R1985,0,R1000,,
R 1 795 000,4.0,2.0,House,1961m²,,,0,R1029,6.0,1.0
R 56 750,,,VacantLand/Plot,,,,0,,,
R 1 080 000,3.0,1.0,House,447m²,447m²,R200,0,R750,5.0,1.0
R 2 600 000,3.0,2.0,Apartment/Flat,,232m²,R6368,0,R1632,2.0,0.0
R 875 000,4.0,2.0,House,603m²,,,0,,2.0,1.0
R 2 000 000,,,IndustrialProperty,327m²,680m²,,0,,,
R 1 600 000,11.0,5.0,House,,495m²,,0,R600,4.0,
R 1 599 000,2.0,2.0,Apartment/Flat,,77m²,R3636,0,R1200,1.0,
R 1 500 000,3.0,2.0,House,595m²,,,0,,1.0,1.0
R 2 145 000,4.0,2.0,House,,,,0,,2.0,
R 1 580 000,12.0,11.0,House,2656m²,600m²,,0,R1500,6.0,1.0
R 3 800 000,3.0,3.0,House,,2800m²,,0,R650,12.0,
R 4 782 000,,,,,,,0,,,
R 9 999 000,9.0,9.0,House,,,,0,,8.0,1.0
R 580 000,2.0,1.0,Apartment/Flat,,,,0,,1.0,0.0
R 1 575 000,2.0,1.5,Apartment/Flat,,109m²,R1910,0,,2.0,1.0
R 2 350 000,4.0,3.5,House,1696m²,,,0,R1279,2.0,1.0
R 3 600 000,4.0,2.0,House,,,,0,,1.0,
R 405 000,2.0,1.0,Apartment/Flat,,,R4180,0,,,
R 580 000,2.0,1.0,Townhouse,,,,0,,,0.0
R 795 000,3.0,1.0,Apartment/Flat,1898m²,55m²,R2400,0,R300,,0.0
R 7 399 000,3.0,3.5,House,749m²,,,0,,4.0,1.0
R 580 000,3.0,1.0,Townhouse,,,R1680,0,,,
R 3 900 000,3.0,2.0,Apartment/Flat,,176m²,R6709,0,,2.0,0.0
R 1 100 000,2.0,1.0,House,,,,0,,,1.0
R 340 000,1.0,1.0,Apartment/Flat,25m²,25m²,R1200,0,R230,1.0,
R 3 790 000,3.0,2.0,House,495m²,,,0,,2.0,1.0
R 12 200 000,4.0,4.0,House,2025m²,550m²,,0,R3700,2.0,1.0
R 3 500 000,4.0,2.0,House,2008m²,,,0,R1700,2.0,
R 1 050 000,2.0,2.0,Townhouse,37252m²,,,0,R750,1.0,0.0
R 1 700 000,7.0,3.0,House,1700000m²,,,0,R1091,4.0,0.0
R 490 000,,,Townhouse,,,,0,,,
R 1 520 000 - R 1 755 000,,,,,,,0,,,
R 1 695 000,3.0,2.0,Townhouse,360m²,94m²,,0,R912,2.0,1.0
R 890 000,3.0,1.0,Apartment/Flat,,130m²,R3125,0,,,
R 1 300 000,2.0,2.0,Apartment/Flat,,91m²,R3543,0,R1621,,
R 3 395 000,4.0,4.0,House,495m²,,,0,,2.0,
R 799 000,3.0,2.0,Apartment/Flat,,,,0,,,
R 1 895 000,3.0,2.0,Townhouse,,180m²,R4209,0,R1368,2.0,1.0
R 2 550 000,3.0,2.0,Apartment/Flat,,212m²,R5562,0,R1612,2.0,0.0
R 1 500 000,,,VacantLand/Plot,1357m²,,,0,R265,,
R 899 000,1.0,1.0,Apartment/Flat,,71m²,R3032,0,R401,2.0,1.0
R 2 650 000,4.0,2.0,House,1099m²,,,0,,,
R 650 000,2.0,1.0,Apartment/Flat,655m²,55m²,R2000,0,R1100,,0.0
R 6 700 000,5.0,3.0,Townhouse,661m²,,R1749,0,R1760,2.0,
R 2 200 000,3.0,2.5,House,371m²,,R1800,0,R2830,2.0,1.0
R 1 699 000,2.0,1.0,Apartment/Flat,,96m²,R3120,0,R720,1.0,0.0
POA,,,IndustrialProperty,2151m²,568m²,,0,,,
R 3 150 000,3.0,2.0,House,495m²,,,0,,7.0,1.0
R 350 000,2.0,2.0,Apartment/Flat,6699m²,110m²,R2500,0,R200,1.0,0.0
R 1 250 000,4.0,2.0,House,,,,0,R600,4.0,1.0
R 4 770 000,,,,,,,0,,,
R 6 300 000,,,CommercialProperty,,580m²,R22713,0,,,
R 3 613 500,,,CommercialProperty,,331m²,R13074,0,,,
R 480 000,1.0,1.0,Townhouse,43m²,43m²,R1000,0,R600,,0.0
R 1 799 000,2.0,2.0,Apartment/Flat,,77m²,R3200,0,R800,2.0,
R 459 000,1.0,1.0,Apartment/Flat,,26m²,R894,0,,,0.0
R 3 600 000,3.0,3.0,Apartment/Flat,,135m²,R3000,0,R1400,2.0,1.0
R 455 000,1.0,1.0,Apartment/Flat,,,,0,,,
R 2 100 000,11.0,6.0,Townhouse,495m²,,,0,,,
R 500 000,2.0,1.5,Townhouse,,98m²,,0,,2.0,0.0
R 720 000,2.0,2.0,Apartment/Flat,4468m²,74m²,R1900,0,R386,2.0,
R 469 000,1.0,1.0,Apartment/Flat,,55m²,R896,0,R217,,1.0
R 1 770 000,3.0,2.0,House,,,,0,R400,2.0,1.0
R 7 000 000,3.0,3.0,House,2042m²,,,0,,11.0,1.0
R 600 000,3.0,1.0,House,325m²,,,0,,5.0,0.0
R 1 995 000,4.0,3.0,House,,,,0,,4.0,1.0
R 4 555 000,8.0,8.0,House,2164m²,,,0,,3.0,
R 1 990 000,,,VacantLand/Plot,4198m²,,,0,,,
R 3 650 000,7.0,5.0,House,2997m²,800m²,,0,R2302,5.0,
R 580 000,2.0,1.0,Apartment/Flat,79m²,,,0,R400,2.0,0.0
R 3 995 000,4.0,3.5,House,992m²,,,0,,8.0,
R 3 280 000,5.0,3.0,House,1588m²,500m²,,0,R3807,,1.0
R 1 100 000,1.0,1.0,Apartment/Flat,,55m²,R2127,0,,2.0,
R 1 550 000,6.0,6.0,Apartment/Flat,500m²,447m²,,0,R1050,4.0,
R 300 000,1.0,1.0,Apartment/Flat,39m²,39m²,R800,0,R250,1.0,0.0
R 3 899 000,3.0,3.0,House,496m²,200m²,,0,,2.0,1.0
R 699 000,2.0,1.0,House,213m²,,,0,R229,1.0,1.0
R 320 000,0.5,1.0,Apartment/Flat,,26m²,R712,0,R513,,0.0
R 1 750 000,5.0,3.5,House,1024m²,,,0,R650,2.0,1.0
R 395 000,1.5,1.0,Apartment/Flat,,80m²,R1263,0,R233,1.0,0.0
R 1 249 000,1.0,1.0,Apartment/Flat,,68m²,R2800,0,R1005,1.0,1.0
R 2 550 000,4.0,3.0,House,991m²,,,0,,5.0,
R 4 695 000,2.0,2.0,Apartment/Flat,,113m²,R4437,0,R2708,2.0,
R 2 300 000,,,VacantLand/Plot,,,,0,,,
R 1 295 000,3.0,2.0,Apartment/Flat,,124m²,R3878,0,R885,2.0,0.0
R 2 199 000,21.0,7.0,House,495m²,,,0,R5600,8.0,0.0
R 1 150 000,3.0,3.0,Apartment/Flat,4000m²,148m²,R3585,0,R343,1.0,
R 430 000,0.5,1.0,Apartment/Flat,,27m²,R1008,0,R196,1.0,
R 900 000,2.0,2.0,Apartment/Flat,,,,0,,2.0,1.0
R 350 000,1.0,1.0,Apartment/Flat,,30m²,R686,0,R266,1.0,0.0
R 2 850 000,5.0,3.0,House,1000m²,,,0,R1422,2.0,
R 19 950 000,4.0,4.5,House,1306m²,900m²,,0,R2592,3.0,1.0
R 1 600 000,2.0,2.0,Apartment/Flat,,111m²,R3800,0,R1400,2.0,
R 790 000,3.0,1.0,Townhouse,7056m²,,R985,0,R510,1.0,0.0
R 999 000,4.0,2.0,House,1337m²,,,0,,,
R 3 400 000,3.0,2.5,Apartment/Flat,,215m²,R5500,0,R1600,3.0,1.0
R 1 495 000,4.0,2.0,House,,,,0,R455,1.0,1.0
R 1 150 000,2.0,2.0,Apartment/Flat,,102m²,,0,,,0.0
R 185 000,1.0,1.0,Apartment/Flat,,,R1855,0,,,
R 3 995 000,3.0,2.0,Apartment/Flat,,221m²,R7100,0,R2115,2.0,1.0
R 2 899 000,3.0,2.0,Townhouse,,161m²,,0,,1.0,
R 1 975 000,4.0,3.5,House,826m²,,,0,R3067,4.0,
R 870 000,2.0,1.0,Apartment/Flat,,,,0,,1.0,
R 1 695 000,3.0,1.0,House,947m²,,,0,R693,1.0,1.0
R 2 190 000,3.0,2.0,Apartment/Flat,7372m²,128m²,R3469,0,R1130,2.0,0.0
R 350 000,,,House,,,,0,,,
R 2 500 000 - R 4 300 000,,,,,,,0,,,
R 660 000,1.0,1.0,Apartment/Flat,,55m²,,0,R500,1.0,0.0
R 1 284 999,3.0,1.0,House,495m²,,,0,,4.0,
R 250 000,2.0,1.0,Apartment/Flat,,93m²,R2500,0,R500,2.0,0.0
R 720 000,1.0,1.0,Apartment/Flat,69m²,,R1808,0,R482,,0.0
R 1 395 000,4.0,2.0,House,1132m²,,,0,,2.0,
R 300 000,2.0,1.0,Apartment/Flat,,90m²,R1800,0,R380,,0.0
R 1 680 000,2.0,1.5,House,,157m²,,0,,4.0,1.0
R 700 000,2.0,1.0,Townhouse,,,,0,,2.0,
R 1 500 000,2.0,2.0,Apartment/Flat,,97m²,R2888,0,R759,1.0,0.0
R 550 000,2.0,1.0,Townhouse,,,R1000,0,R300,,0.0
R 945 000,3.0,2.0,Townhouse,,,R4257,0,R233,2.0,
R 825 000,3.0,2.0,Apartment/Flat,,,R1300,0,R500,,
R 1 180 000,4.0,1.0,House,496m²,,,0,R637,2.0,1.0
R 2 975 000,3.0,3.5,Townhouse,,192m²,,0,,2.0,1.0
R 660 000,2.0,1.0,Apartment/Flat,,77m²,R1650,0,R121,1.0,
R 600 000,2.0,1.0,Apartment/Flat,,37m²,,0,R194,1.0,
R 1 245 000,3.0,2.0,House,495m²,,,0,R559,1.0,
R 2 950 000,3.0,2.0,House,1113m²,,,0,,4.0,1.0
R 1 500 000,3.0,2.0,House,1500m²,,,0,,2.0,1.0
R 1 180 000,3.0,2.0,House,325m²,,,0,R580,3.0,1.0
R 910 000,3.0,1.0,House,,,,0,,7.0,
R 1 525 000,2.0,2.0,Apartment/Flat,,105m²,R3480,0,R800,2.0,
R 699 000,2.0,1.0,Apartment/Flat,,,R1200,0,R430,,
R 1 109 000,2.0,2.0,Apartment/Flat,45180m²,72m²,R2500,0,R700,2.0,0.0
R 5 750 000,4.0,2.5,House,1450m²,,,0,,7.0,1.0
R 3 750 000,2.0,2.0,Apartment/Flat,,,R3950,0,,1.0,
R 895 000,3.0,2.5,Apartment/Flat,,150m²,R4300,0,,2.0,0.0
R 3 100 000,,,VacantLand/Plot,902m²,400m²,R3200,0,R711,,
R 499 000,2.0,1.0,Apartment/Flat,,,R900,0,R400,1.0,
R 350 000,,,House,,,,0,,,
R 2 200 000,2.0,2.0,Apartment/Flat,73m²,73m²,R2400,0,R1100,,
R 800 000,3.0,3.0,House,495m²,,,0,R480,4.0,1.0
R 3 999 999,,,House,,,,0,,,
R 650 000,1.5,1.0,Apartment/Flat,,70m²,R748,0,,1.0,0.0
R 1 250 000,4.0,3.0,Apartment/Flat,,164m²,,0,,1.0,0.0
R 2 370 500 - R 2 552 550,,,,,,,0,,,
R 520 000,2.0,1.0,Townhouse,,41m²,R1750,0,R500,2.0,
R 540 000,2.0,1.0,Apartment/Flat,496m²,42m²,R1221,0,R239,1.0,0.0
R 5 500 000,,,CommercialProperty,,,,0,,,
R 1 350 000,5.0,3.0,House,1097m²,,,0,R1550,4.0,1.0
R 1 490 000,4.0,3.0,House,497m²,320m²,,0,R776,4.0,1.0
R 750 000,3.0,1.0,House,,,,0,,,
R 2 370 500,1.0,1.0,House,53.5m²,,R1784,0,,1.0,
R 950 000,2.0,,Apartment/Flat,,,,0,,1.0,
R 3 000 000,,,IndustrialProperty,650m²,250m²,,0,,,
R 3 785 000,3.0,2.5,Townhouse,,245m²,R2000,0,R1500,2.0,
R 699 000,2.0,1.0,House,432m²,,,0,R600,1.0,1.0
R 499 000,2.0,1.0,Apartment/Flat,,,R1000,0,R380,,
POA,4.0,4.0,House,3956m²,,,0,R5160,4.0,1.0
R 690 000,3.0,2.0,House,,499m²,,0,,1.0,1.0
R 1 295 000,2.0,1.0,Townhouse,,,R1020,0,R470,,0.0
R 8 900 000,3.0,3.0,House,246m²,246m²,,0,,2.0,
R 995 000,6.0,4.0,House,,,,0,R600,6.0,1.0
R 1 875 000,2.0,1.0,Apartment/Flat,,58m²,R2165,0,R1200,2.0,0.0
R 640 000,1.0,1.0,Apartment/Flat,,,,0,,,
R 1 750 000,3.0,2.0,House,1388m²,380m²,,0,,6.0,1.0
R 1 150 000,,,VacantLand/Plot,,,,0,,,
R 550 000,,,House,,,,0,,,
R 579 000,2.0,1.0,Townhouse,,,R850,0,R360,,0.0
R 8 000 000,,,CommercialProperty,2475m²,2475m²,,0,,,
R 580 000,1.0,1.0,Apartment/Flat,637m²,55m²,R2875,0,,,0.0
R 650 000,1.5,1.0,Apartment/Flat,,82m²,R2693,0,R842,1.0,
R 8 500 000,5.0,4.5,House,3708m²,,,0,R3500,2.0,1.0
R 590 000,1.0,1.0,Apartment/Flat,,46m²,R1400,0,,,
R 1 375 000,3.0,3.0,House,571m²,,,0,R300,2.0,1.0
R 2 990 000,4.0,3.0,House,300m²,,R1265,0,R1652,3.0,1.0
R 1 850 000,1.0,1.0,Apartment/Flat,,47m²,,0,,1.0,
R 2 500 000,2.0,2.0,Apartment/Flat,,74m²,R1500,0,R1400,2.0,0.0
R 2 895 000,3.0,2.5,House,991m²,990m²,,0,,5.0,
R 1 160 000,1.0,1.0,Apartment/Flat,,58m²,R1208,0,,1.0,1.0
R 1 680 000,8.0,9.0,House,,480m²,,0,,6.0,1.0
R 2 395 000,3.0,3.0,House,1086m²,,,0,R1073,4.0,0.0
R 700 000,,,House,,,,0,,,
R 2 900 000,2.0,2.0,Apartment/Flat,,,,0,,2.0,0.0
R 550 000,,1.0,Apartment/Flat,,41m²,R844,0,R822,,
R 720 000,3.0,1.0,Apartment/Flat,1616m²,46m²,R1500,0,R300,,0.0
R 3 999 000 - R 4 249 000,,,,,,,0,,,
R 1 350 000,3.0,2.0,Townhouse,,119m²,R1912,0,R648,2.0,1.0
R 3 800 000,4.0,3.0,House,1304m²,450m²,R400,0,R1600,2.0,0.0
R 2 950 000,4.0,2.5,House,495m²,,,0,,6.0,
R 190 000,0.5,1.0,Apartment/Flat,,21m²,R173,0,,,0.0
R 2 300 000,2.0,2.0,Apartment/Flat,,,,0,,2.0,0.0
R 5 999 000,8.0,5.0,House,1983m²,1983m²,,0,R3735,8.0,0.0
R 2 190 000,,,CommercialProperty,,,,0,,,
R 2 500 000,5.0,3.0,House,466m²,,,0,,2.0,
R 750 000,,,Townhouse,,,,0,,,
R 10 000 000,,,IndustrialProperty,1700m²,2155m²,,0,,,
R 350 000,1.0,1.0,Apartment/Flat,,,,0,,,
R 685 000,2.0,1.0,Apartment/Flat,494m²,50m²,R1500,0,R300,,0.0
R 4 500 000,,,CommercialProperty,447ha,440m²,,0,R3800,,
R 1 850 000,,,CommercialProperty,,,,0,,,
R 950 000,2.0,1.0,Apartment/Flat,,75m²,R2347,0,,,
R 5 800 000,4.0,2.5,House,1344m²,,,0,,3.0,
R 600 000,2.0,1.0,House,307m²,55m²,,0,,1.0,1.0
R 2 499 999,3.0,2.0,House,495m²,,,0,R1840,2.0,1.0
R 950 000,1.0,1.0,Apartment/Flat,2559m²,44m²,R1734,0,R646,1.0,
R 2 475 000,3.0,2.0,House,991m²,,,0,R1652,4.0,
R 4 782 000,,,,,,,0,,,
R 949 000,5.0,2.0,House,450m²,350m²,,0,R685,5.0,
R 1 850 000,2.0,2.0,Apartment/Flat,,,,0,,2.0,
R 4 950 000,4.0,4.0,House,1195m²,,,0,R3995,2.0,1.0
R 2 750 000,3.0,3.5,House,495m²,495m²,,0,R2009,2.0,0.0
R 2 500 000,5.0,3.0,House,,,,0,,3.0,
R 8 500 000,4.0,3.0,House,1320m²,,R2414,0,R4725,2.0,
R 1 790 000,3.0,3.0,House,992m²,,,0,R1109,8.0,1.0
R 3 250 000,3.0,2.0,House,358m²,,R3400,0,R1600,4.0,
R 675 000,2.0,2.0,Townhouse,17402m²,65m²,R437,0,,1.0,
R 550 000,3.0,1.0,Townhouse,,,R894,0,R500,1.0,0.0
R 1 150 000,3.0,2.0,Apartment/Flat,4000m²,128m²,R3100,0,R500,1.0,
R 470 000,1.0,1.0,Apartment/Flat,,74m²,R1974,0,R350,1.0,0.0
R 2 500 000,2.0,3.0,Apartment/Flat,,161m²,R4790,0,R1200,1.0,
R 3 995 000,2.0,2.5,House,1272m²,,,0,,10.0,
R 1 450 000,2.0,1.0,Apartment/Flat,,118m²,R3153,0,,1.0,0.0
R 3 999 999,4.0,2.0,House,3396m²,,,0,,2.0,
R 2 780 000,3.0,2.0,House,1205m²,,,0,,6.0,1.0
R 1 435 000,3.0,2.0,Apartment/Flat,,,R4700,0,R1200,2.0,
R 14 500 000,,,CommercialProperty,1860m²,2350m²,,0,,,
R 2 700 000 - R 5 400 000,,,,,,,0,,,
R 255 000,,,House,,,,0,,,
R 2 500 000,3.0,2.0,House,991m²,,,0,,5.0,
R 12 400 000,6.0,5.0,House,2975m²,1380m²,,0,R9400,3.0,1.0
R 1 195 000,3.0,2.0,Townhouse,239m²,,R2150,0,R780,2.0,
R 4 690 000,,,IndustrialProperty,719m²,719m²,R6471,0,R4299,,0.0
R 899 000,3.0,2.0,House,540m²,,,0,R445,1.0,1.0
R 2 650 000,3.0,2.0,House,2234m²,,,0,R1500,4.0,1.0
R 2 499 000,4.0,2.0,House,836m²,,,0,R856,2.0,1.0
R 799 000,2.0,1.0,Apartment/Flat,,,,0,,,
R 660 000,2.0,1.0,Townhouse,,77m²,R1611,0,,,
R 3 050 000,3.0,2.0,House,,223m²,,0,,3.0,
R 450 000,2.0,1.0,Apartment/Flat,69m²,,R990,0,R240,,
R 595 000,1.0,1.0,Apartment/Flat,499m²,41m²,R1150,0,R350,,0.0
R 4 750 000,3.0,2.5,House,641m²,333m²,R7100,0,R3733,2.0,1.0
R 550 000,,1.0,Apartment/Flat,,,,0,,,
R 2 950 000,3.0,3.5,House,2023m²,,,0,R1000,2.0,
R 1 399 000,3.0,2.0,Apartment/Flat,,108m²,R1372,0,R363,,
R 790 000,2.0,2.0,Apartment/Flat,,82m²,R1212,0,R376,2.0,
R 1 199 000 - R 1 299 000,,,,,,,0,,,
R 1 490 000,3.0,3.0,Apartment/Flat,,187m²,R2172,0,R770,1.0,
R 3 299 000,4.0,3.0,House,1650m²,,,0,R1650,10.0,
R 250 000,1.0,1.0,Apartment/Flat,,,R2047,0,R224,,
R 2 000 000,3.0,2.0,House,2083m²,,,0,,2.0,
R 560 000,3.0,1.5,Apartment/Flat,,,R1200,0,R480,1.0,
R 2 500 000,5.0,3.5,House,770m²,320m²,,0,R952,4.0,1.0
R 2 995 000,4.0,3.0,House,600m²,,,0,R900,2.0,1.0
R 380 000,1.0,1.0,Apartment/Flat,,,,0,,1.0,
R 4 450 000,5.0,5.0,House,2750m²,,,0,,,1.0
R 350 000,,1.0,Apartment/Flat,990m²,33m²,R786,0,R301,,
R 1 400 000,9.0,2.0,House,525m²,,,0,R600,2.0,1.0
R 1 350 000,2.0,2.0,Apartment/Flat,,,,0,,,
R 2 649 000,4.0,4.0,House,1131m²,,,0,,,1.0
R 2 500 000,4.0,1.0,House,1.713ha,,,0,,4.0,
R 5 195 000,5.0,3.5,House,2200m²,,,0,R2900,2.0,1.0
R 8 800 000,3.0,3.0,Apartment/Flat,,212m²,,0,,2.0,
R 5 500 000,,,CommercialProperty,1784m²,1784m²,,0,,,
R 2 349 000,,,House,898m²,,,0,,,
R 1 150 000,3.0,1.0,House,,,,0,,10.0,
R 2 475 000 - R 2 499 000,,,,,,,0,,,
R 650 000,7.0,1.0,House,260m²,,,0,,1.0,
R 850 000,2.0,1.0,House,600m²,,,0,R250,1.0,0.0
POA,3.0,2.0,House,,,,0,,4.0,
R 4 900 000,3.0,3.5,House,1002m²,,,0,R2929,2.0,1.0
R 3 995 000,4.0,4.0,House,1619m²,,,0,,3.0,0.0
R 3 200 000,,,CommercialProperty,,,,0,R1589,,
R 580 000,1.5,1.0,Apartment/Flat,,89m²,,0,,1.0,
R 870 000,4.0,2.0,House,231m²,,,0,R600,,1.0
R 799 000,3.0,2.5,Apartment/Flat,,,,0,,1.0,
R 5 500 000,5.0,5.0,House,1020m²,,,0,R2300,2.0,1.0
R 1 000 000,2.0,2.5,Apartment/Flat,916m²,132m²,R4800,0,R200,2.0,0.0
R 11 900 000,4.0,3.0,House,1500m²,,,0,R4319,2.0,1.0
R 1 200 000,,,House,,,,0,,,
R 2 200 000,,,IndustrialProperty,548m²,548m²,,0,,,
R 950 000,8.0,,House,,,,0,,,
R 2 999 000,4.0,4.0,House,1980m²,,,0,,6.0,1.0
R 755 000,2.0,1.0,Townhouse,,,R1200,0,R250,1.0,
R 570 000,,,Apartment/Flat,65m²,65m²,,0,,,
R 1 790 000,4.0,2.0,House,751m²,,,0,R966,2.0,1.0
R 1 400 000,3.0,1.0,House,,495m²,,0,R2000,1.0,0.0
R 850 000,2.0,1.0,Apartment/Flat,,,,0,,1.0,
R 3 495 000,2.0,2.5,Townhouse,,,R2900,0,,2.0,
R 3 850 000,3.0,3.0,House,495m²,,,0,R2600,3.0,1.0
R 2 099 900,4.0,3.0,House,512m²,,,0,,2.0,
R 1 250 000,3.0,2.0,House,336m²,,,0,R450,2.0,
R 2 700 000,3.0,3.0,Townhouse,,,,0,,4.0,
R 5 600 000,4.0,3.0,House,404m²,349m²,,0,,2.0,1.0
R 950 000,1.0,1.0,Apartment/Flat,,93m²,R2442,0,R392,1.0,0.0
R 1 200 000,1.0,1.0,Apartment/Flat,,56m²,R1600,0,R900,1.0,1.0
R 888 000,2.0,2.0,Townhouse,12010m²,,R2200,0,,1.0,0.0
R 25 000 000,,,IndustrialProperty,2353m²,2000m²,,0,,,
R 23 500 000,,,IndustrialProperty,6525m²,6700m²,,0,,,
R 499 000,2.0,1.0,Townhouse,6339m²,66m²,R1400,0,R250,1.0,0.0
R 245 000,0.5,1.0,Apartment/Flat,,39m²,R1386,0,R436,,0.0
R 11 287 500,3.0,3.0,House,677m²,505m²,,0,,2.0,1.0
R 1 050 000,3.0,1.0,House,495m²,490m²,,0,R500,,0.0
R 1 000 000,3.0,2.0,Townhouse,,,,0,,2.0,
R 2 390 000,,,,,,,0,,,
R 6 850 000,5.0,5.5,House,1239m²,,,0,R2834,4.0,1.0
R 600 000,2.0,1.0,Apartment/Flat,65m²,,,0,R340,2.0,0.0
R 4 455 000,2.0,2.0,Apartment/Flat,,,,0,,2.0,0.0
R 675 000,2.0,1.0,Apartment/Flat,,,R1200,0,R250,1.0,
R 550 000,3.0,1.0,Townhouse,,,,0,,,0.0
R 1 850 000,18.0,6.0,Apartment/Flat,,,,0,,,
R 9 200 000,4.0,5.0,House,1487m²,,,0,,4.0,0.0
R 4 300 000,2.0,2.5,Apartment/Flat,141m²,141m²,,0,,,
R 3 550 000,2.0,2.5,Townhouse,,240m²,,0,R1700,2.0,1.0
R 899 000,,,VacantLand/Plot,,,,0,,,
R 3 799 000,5.0,4.5,House,1676m²,,,0,R1755,7.0,1.0
R 670 000,2.0,1.0,Apartment/Flat,,,R2700,0,R600,1.0,0.0
R 1 600 000,2.0,2.0,Apartment/Flat,,98m²,R2320,0,R990,2.0,
R 4 500 000,,,Farm,,,,0,,,
R 2 499 000,3.0,3.0,House,2135m²,,,0,R1500,1.0,
R 2 750 000,3.0,3.5,Apartment/Flat,274m²,274m²,,0,,2.0,
R 699 000,3.0,2.0,House,507m²,,,0,R400,3.0,1.0
R 3 980 000,3.0,3.5,Apartment/Flat,3327m²,158m²,R5800,0,R2200,3.0,
R 5 700 000,11.0,11.0,House,959m²,,,0,R1500,,0.0
R 999 000,3.0,2.0,House,418m²,250m²,,0,,2.0,1.0
R 3 450 000,4.0,3.5,House,2159m²,,,0,R3426,2.0,1.0
R 980 000,1.0,1.0,Apartment/Flat,,,,0,,1.0,0.0
R 2 500 000,,,Apartment/Flat,1150m²,650m²,,0,,,
R 1 195 000,4.0,2.0,House,600m²,,,0,R580,4.0,1.0
R 785 000,2.0,1.0,Townhouse,,85m²,R1475,0,,1.0,
R 4 100 000,3.0,3.5,House,496m²,,,0,,3.0,1.0
R 1 099 000,3.0,1.0,House,750m²,,,0,R600,2.0,1.0
R 7 900 000,,,CommercialProperty,1830m²,5200m²,,0,R14150,,
R 1 150 000,6.0,2.0,House,248m²,,,0,R530,2.0,
R 6 950 000,4.0,3.5,House,3063m²,520m²,,0,R3800,4.0,0.0
R 975 000,1.0,1.0,Apartment/Flat,,90m²,R979,0,R663,3.0,
R 3 750 000,3.0,3.0,House,1012m²,,,0,R2893,3.0,
R 5 500 000,5.0,5.0,House,2023m²,,,0,,2.0,
R 4 750 000,3.0,4.0,House,645m²,350m²,,0,R2950,2.0,1.0
R 4 499 000,3.0,2.0,House,495m²,320m²,,0,R2760,2.0,1.0
R 725 000,2.0,1.0,Townhouse,,77m²,,0,,,
R 9 270 000,3.0,3.0,Townhouse,,,,0,,2.0,
R 3 600 000,4.0,2.0,House,1020m²,,,0,R2603,4.0,1.0
R 3 450 000,4.0,2.0,House,1787m²,,R1050,0,R3620,2.0,1.0
R 1 690 000,3.0,2.0,House,595m²,,,0,R700,3.0,0.0
R 1 990 000,,,CommercialProperty,,,,0,,,
R 899 999,2.0,2.0,Apartment/Flat,24157m²,84m²,R2814,0,R681,1.0,0.0
R 3 200 000,3.0,2.0,House,496m²,,,0,R2370,3.0,0.0
R 1 190 000,3.0,2.0,House,,,,0,,4.0,
R 799 000,1.0,1.0,Apartment/Flat,2073m²,68m²,R2100,0,R300,,0.0
R 7 450 000,4.0,4.0,House,691m²,,,0,,1.0,
R 10 985 000,5.0,3.0,House,6735m²,,,0,R6215,4.0,1.0
R 655 000,,,House,,,,0,,,
R 3 300 000,3.0,2.0,House,597m²,,R2200,0,R2484,2.0,1.0
R 2 850 000,3.0,2.0,House,1012m²,,,0,,1.0,
R 750 000,9.0,2.0,House,213m²,,,0,R171,,1.0
R 950 000,3.0,2.0,Townhouse,88m²,88m²,R2500,0,R425,1.0,
R 850 000,4.0,2.0,House,378m²,,,0,,1.0,0.0
R 300 000,1.0,1.0,Apartment/Flat,3218m²,57m²,R1400,0,R200,2.0,0.0
R 6 499 000,3.0,3.5,House,1350m²,680m²,,0,,4.0,1.0
R 665 000,2.0,1.0,Apartment/Flat,,55m²,,0,,1.0,0.0
R 539 000,,,,,,,0,,,
R 11 900 000,5.0,3.0,House,1690m²,900m²,,0,R6000,5.0,1.0
R 595 000,2.0,1.0,Townhouse,,72m²,,0,R350,1.0,
R 539 000,1.0,1.0,Apartment/Flat,,,,0,,1.0,0.0
R 2 200 000,3.0,1.0,House,1179m²,,,0,R900,10.0,
R 1 350 000,2.0,2.0,Apartment/Flat,,93m²,R2700,0,R690,2.0,0.0
R 1 300 000,6.0,1.0,House,,,,0,,5.0,
R 1 999 000,3.0,2.0,House,,,,0,,2.0,
R 1 750 000,5.0,2.0,House,862m²,,,0,,2.0,
R 1 200 000,4.0,2.0,House,495m²,,,0,,,1.0
R 1 099 000,3.0,2.0,Townhouse,,98m²,R1972,0,R650,1.0,
R 6 999 000,6.0,3.0,House,1218m²,,,0,R1810,6.0,
