price,bedrooms,bathrooms,parking space,Type of Property,Erf Size,Floor Size,Levies,Rates and Taxes,Pets Allowed,Pool
R 6 750 000,3.0,3.5,3.0,House,,,,,1.0,1
R 645 000,2.0,1.0,,Apartment/Flat,655m²,46m²,R1900,R300,0.0,1
R 1 800 000,3.0,2.0,2.0,Apartment/Flat,,142m²,R3082,R1200,0.0,0
R 22 000 000,4.0,4.5,4.0,Apartment/Flat,,412m²,R18200,R10000,,0
R 2 799 000,3.0,2.0,2.0,House,495m²,,,R1885,1.0,0
R 1 000 000,2.0,1.0,1.0,Apartment/Flat,,,R2808,R392,,1
R 3 350 000,4.0,2.0,4.0,House,1507m²,,,,1.0,1
R 1 870 000,3.0,1.5,1.0,House,793m²,,,R720,1.0,0
R 3 750 000,4.0,3.0,4.0,House,1011m²,,,R2001,1.0,1
R 1 300 000,3.0,2.0,2.0,House,495m²,,,R1200,,0
R 2 000 000,,,,IndustrialProperty,,385m²,,,,0
R 3 750 000,2.0,2.0,3.0,House,495m²,,,,1.0,1
R 980 000,3.0,1.0,1.0,House,600m²,,,R581,0.0,0
R 7 999 000,,,,VacantLand/Plot,42478m²,,,,,0
R 1 950 000,4.0,3.0,4.0,House,1950m²,987m²,,R650,1.0,1
R 1 400 000,4.0,2.0,,House,495m²,208m²,,R2000,1.0,1
R 2 300 000,3.0,2.0,4.0,House,1015m²,,,R1242,1.0,1
R 1 900 000,4.0,2.0,4.0,House,1000m²,,,R764,1.0,1
R 575 000,0.5,1.0,,Apartment/Flat,995m²,45m²,R2000,R300,0.0,1
R 2 850 000,,,,CommercialProperty,7000ha,2200m²,,R13000,,0
R 850 000,3.0,3.0,2.0,Townhouse,,,R2285,R650,,0
R 490 000,1.0,1.0,,Apartment/Flat,,,,,,1
R 985 000,3.0,2.0,1.0,Townhouse,,98m²,R1943,R543,,0
R 2 625 000,3.0,2.0,4.0,House,992m²,,,R2281,1.0,1
R 850 000,1.0,1.0,,Apartment/Flat,,,,,,0
R 2 499 000,5.0,4.0,6.0,House,714m²,,,,,0
R 1 695 000,2.0,3.5,1.0,Apartment/Flat,119m²,119m²,,,,1
R 550 000,1.0,1.0,1.0,Apartment/Flat,,78m²,R2049,R378,0.0,0
R 12 369 000,,,,CommercialProperty,651m²,,,,,0
R 1 549 000,4.0,1.0,1.0,House,495m²,,,R575,,0
R 37 000 000,,,,VacantLand/Plot,4625m²,,,,,0
R 4 500 000,,,,IndustrialProperty,838m²,1370m²,,R5200,,0
R 1 350 000,3.0,2.0,2.0,Townhouse,,82m²,R1268,R1000,0.0,0
R 5 980 000,3.0,2.0,,House,,,,,,1
R 12 500 000,5.0,4.5,2.0,House,818m²,,,,1.0,1
R 1 730 000,3.5,2.0,7.0,House,1460m²,,,R2000,1.0,1
R 499 000,2.0,1.0,4.0,House,378m²,,,,,0
R 825 000,1.0,1.0,1.0,Apartment/Flat,,78m²,R2070,R311,0.0,0
R 3 200 000,3.0,3.0,1.0,House,2023m²,,,R1467,1.0,1
R 680 000,2.0,1.0,1.0,Townhouse,,,R1347,,,0
R 2 995 000,3.0,2.0,1.0,House,496m²,1m²,,R2100,1.0,1
R 795 000,2.0,1.0,,Apartment/Flat,,75m²,R1701,,,0
R 2 100 000,3.0,2.0,,House,892m²,,,,,0
R 1 030 000,3.0,3.0,4.0,House,427m²,,,R480,0.0,0
R 35 000 000,4.0,6.0,,House,497m²,,,R12500,,0
R 550 000,2.0,2.0,2.0,Apartment/Flat,,87m²,,,0.0,1
R 8 000 000,,,,VacantLand/Plot,,,,,,0
R 3 200 000,,,,VacantLand/Plot,882m²,882m²,R3000,,,0
R 2 845 000,,,,VacantLand/Plot,,,,,,0
R 260 000,2.0,1.5,1.0,Apartment/Flat,,113m²,,,,0
R 1 249 000,2.0,2.0,,Apartment/Flat,,182m²,,,,1
R 1 175 000,3.0,2.0,,Apartment/Flat,,,R1586,R566,,0
R 690 000,,,,Townhouse,,,R1787,,,0
R 500 000,2.0,1.0,,Apartment/Flat,6339m²,66m²,R1400,R250,,0
R 815 000,3.0,1.0,2.0,House,200m²,65m²,,R450,1.0,0
R 590 000,2.0,1.0,1.0,Apartment/Flat,,,R1600,R346,,0
R 3 999 000,4.0,3.0,5.0,House,1206m²,,,,1.0,0
R 1 399 000,3.0,2.0,,Apartment/Flat,,99m²,R1500,,,1
R 895 000,2.0,1.0,,Apartment/Flat,,80m²,R2524,R498,0.0,1
R 2 300 000,,,,CommercialProperty,498m²,,,,,0
R 1 899 000,3.0,2.0,4.0,House,530m²,,,,1.0,0
R 10 900 000,,,,CommercialProperty,320m²,,,,,0
R 19 950 000,3.0,3.5,6.0,House,4165m²,,,,0.0,1
R 2 599 000,,,,CommercialProperty,990m²,990m²,,R1150,,0
R 699 000,3.0,1.0,,Apartment/Flat,38472m²,67m²,R945,R1026,0.0,1
R 7 200 000,3.0,6.0,3.0,House,2076m²,,,,,0
R 9 500 000,3.0,2.5,3.0,House,522m²,,R4500,R3621,,1
R 1 450 000,8.0,4.0,4.0,House,607m²,272m²,,,1.0,1
R 3 900 000,1.0,2.0,2.0,Apartment/Flat,,118m²,,,0.0,1
R 3 415 000,,,,VacantLand/Plot,,,,,,0
POA,5.0,5.0,1.0,House,,,,,,1
R 1 500 000,5.0,4.0,4.0,House,849m²,,,,1.0,0
R 9 995 000,,,,VacantLand/Plot,10675m²,,,,,0
R 130 000,1.0,1.0,,Apartment/Flat,,,R986,,,0
R 1 300 000,1.0,1.0,1.0,Apartment/Flat,,73m²,R1500,R500,1.0,0
R 900 000,4.0,2.0,6.0,House,400m²,,,R350,1.0,0
R 580 000,2.0,1.0,,Apartment/Flat,,36m²,R1448,R242,,0
R 1 799 000,3.0,2.0,2.0,House,995m²,,,R1200,,1
R 700 000,3.0,1.0,1.0,House,475m²,,,R600,,0
R 1 695 000,3.0,3.0,2.0,Townhouse,,154m²,,,1.0,1
R 650 000,2.0,1.0,,Townhouse,,74m²,R1,R300,,1
R 1 295 000,2.0,2.0,1.0,Apartment/Flat,,102m²,R2592,R1050,0.0,1
R 550 000,1.0,1.0,1.0,Townhouse,8605m²,50m²,R1580,R220,0.0,1
R 14 999 000,,,,Apartment/Flat,1044m²,2200m²,,,,0
R 15 900 000,5.0,5.0,12.0,House,1280m²,780m²,,R4300,1.0,1
R 3 245 000,4.0,2.0,9.0,House,888m²,887m²,,,1.0,1
R 725 000,1.0,1.5,1.0,Apartment/Flat,,78m²,,,,1
R 240 000,1.0,1.0,,Apartment/Flat,993m²,69m²,,,,0
R 3 950 000,3.0,3.0,3.0,House,175m²,,,,1.0,0
R 2 500 000,3.0,2.0,,House,995m²,,,,0.0,1
POA,,,,IndustrialProperty,3.52m²,,,,,0
R 645 000,1.0,1.0,1.0,Apartment/Flat,,48m²,,R443,,1
R 1 750 000,2.0,1.5,1.0,Apartment/Flat,,130m²,R3427,R749,0.0,1
POA,6.0,6.0,4.0,House,836m²,700m²,,,1.0,0
R 595 000,2.0,1.0,1.0,Apartment/Flat,,65m²,,R400,0.0,0
R 2 950 000,,,,CommercialProperty,992m²,992m²,R500,R4886,,0
R 9 500 000,3.0,2.5,3.0,Townhouse,521m²,500m²,R4750,R3861,0.0,1
R 2 300 000,3.0,2.0,2.0,Townhouse,222m²,,R1800,R950,,1
R 25 412 500,,,,CommercialProperty,,,,,,0
R 950 000,5.0,2.0,2.0,House,,,,,,0
R 270 000,1.0,1.0,1.0,Apartment/Flat,1487m²,28m²,,R383,0.0,0
R 895 000,3.0,1.0,3.0,House,573m²,,,R168,,0
R 670 000,3.0,1.0,1.0,House,164m²,,,,,0
R 1 650 000,2.0,2.0,2.0,Apartment/Flat,,104m²,R2282,R1242,1.0,0
R 3 150 000,2.0,2.0,2.0,Apartment/Flat,,111m²,R5800,R2370,,1
R 3 550 000,4.0,4.5,2.0,Townhouse,681m²,500m²,R1560,R2330,1.0,0
R 2 500 000,3.0,2.5,6.0,House,991m²,,,R1116,,1
R 400 000,2.0,2.0,1.0,Apartment/Flat,,85m²,R1000,R200,0.0,0
R 780 000,2.0,1.0,3.0,Apartment/Flat,,78m²,R2200,R376,,1
R 205 000,0.5,1.0,,Apartment/Flat,,28m²,R1038,R392,0.0,0
R 950 000,1.0,1.0,,Apartment/Flat,,,,,,0
R 480 000,3.0,1.0,1.0,Apartment/Flat,802m²,119m²,,,,0
R 1 100 000,5.0,5.0,2.0,House,661m²,,,R907,,1
R 749 000,3.0,2.0,1.0,House,248m²,247m²,,R350,0.0,0
R 850 000,3.0,1.0,2.0,Apartment/Flat,,,,,,0
R 750 000,1.0,2.0,1.0,Apartment/Flat,1799m²,80m²,R2000,R1600,,0
R 1 650 000,2.0,2.5,,Townhouse,,172m²,R4172,R1060,1.0,0
R 13 800 000,,,,CommercialProperty,,,,,,0
R 700 000,2.0,1.0,1.0,Apartment/Flat,6354m²,32m²,R1000,R300,0.0,1
R 2 399 000,4.0,2.5,5.0,House,991m²,,,,,0
R 649 000,,,,,,,,,,0
R 3 399 000,3.0,2.0,1.0,House,1983m²,,,R2753,,1
R 1 800 000,,,,CommercialProperty,400m²,,,,,0
R 1 120 000,3.0,1.0,4.0,House,248m²,,,R340,1.0,0
R 799 000,3.0,2.0,4.0,House,,,,,,0
R 6 999 000,3.0,2.5,4.0,House,1904m²,,,,1.0,1
R 980 000,3.0,2.0,4.0,House,495m²,,,,,0
R 2 250 000,3.0,2.0,2.0,House,500m²,230m²,R700,R600,,0
R 470 000,2.0,1.0,3.0,Townhouse,,86m²,R1038,R318,0.0,0
R 600 000,1.0,1.0,2.0,Apartment/Flat,,39m²,,,0.0,0
R 899 999,2.0,1.0,,Townhouse,,,,,0.0,0
R 1 980 000,5.0,2.0,2.0,House,495m²,,,,,0
R 730 000,2.0,1.0,2.0,Apartment/Flat,,103m²,R1270,R260,,0
R 8 908 900,3.0,3.5,2.0,Apartment/Flat,,188m²,R6539,,,0
R 645 000,2.0,1.0,1.0,Apartment/Flat,,,R1600,R161,,0
R 3 848 900,2.0,2.0,,Apartment/Flat,,102m²,R2778,,,0
R 4 000 000,,,,IndustrialProperty,1136m²,1800m²,,,,0
R 995 000,1.0,1.0,1.0,Apartment/Flat,,52m²,R1550,R398,0.0,0
R 2 700 000,5.0,2.0,8.0,House,1088m²,,,R1400,1.0,1
R 1 520 000 - R 1 755 000,,,,,,,,,,0
R 350 000,0.5,1.0,,Apartment/Flat,,24m²,R1456,R569,0.0,0
R 350 000,2.0,1.0,1.0,Apartment/Flat,,108m²,R1600,R300,0.0,0
R 3 395 000,,,,VacantLand/Plot,,,,,,0
R 1 250 000,3.0,2.0,3.0,Townhouse,,123m²,R2678,R250,,0
R 1 450 000,2.0,2.0,2.0,Apartment/Flat,,86m²,R2189,R1016,0.0,0
R 525 000,1.0,1.0,,Apartment/Flat,1000m²,42m²,,,,0
R 5 999 500,4.0,4.0,4.0,House,500m²,425m²,,R2800,1.0,1
R 415 000,3.0,2.0,1.0,Apartment/Flat,,,,R2141,,0
R 3 150 000,3.0,2.5,2.0,House,495m²,,,,1.0,0
R 2 420 500,,,,VacantLand/Plot,689m²,,R1375,,,0
R 1 650 000,2.0,1.0,1.0,Apartment/Flat,82m²,82m²,R1600,R1303,0.0,0
R 4 000 000,,,,IndustrialProperty,1131m²,1131m²,,,,0
R 720 000,3.0,2.0,5.0,House,77210m²,137m²,R1352,,1.0,0
R 519 000,2.0,1.0,,House,406m²,,,,1.0,0
R 1 670 000,6.0,2.5,2.0,House,991m²,,,R1900,1.0,1
R 1 175 000,2.0,2.5,1.0,Apartment/Flat,105m²,105m²,,,,0
R 480 000,1.0,1.0,,Apartment/Flat,1016m²,29m²,,,,0
R 2 300 000,3.0,1.0,2.0,House,495m²,,,R2000,1.0,1
R 675 000,2.0,1.0,1.0,Apartment/Flat,,50m²,,,,0
R 3 170 000,,,,VacantLand/Plot,,,,,,0
R 1 200 000,3.0,2.0,4.0,House,,,,,,0
R 750 000,,,,VacantLand/Plot,,,,,,0
R 380 000,1.0,1.0,1.0,Apartment/Flat,,83m²,R1800,R450,0.0,0
R 800 000,3.0,1.0,,House,495m²,,,,,0
R 750 000,3.0,2.0,2.0,Apartment/Flat,,126m²,R3100,R500,,1
R 2 395 000,4.0,2.0,,House,2670m²,350m²,,R659,0.0,0
R 620 000,3.0,1.0,,Apartment/Flat,,57m²,,,,1
R 3 850 000,3.0,3.0,4.0,House,1475m²,,,,1.0,1
R 4 000 000,3.0,2.0,8.0,House,2082m²,,,R2000,1.0,0
R 4 250 000,2.0,2.5,2.0,Apartment/Flat,,148m²,,,0.0,0
R 975 000,2.0,1.0,2.0,Apartment/Flat,2978m²,103m²,R2490,R450,1.0,1
R 1 399 000,4.0,3.0,2.0,Townhouse,,136m²,,,1.0,1
R 370 000,1.0,1.0,,Apartment/Flat,,40m²,,,0.0,0
R 525 000,,1.0,1.0,Apartment/Flat,,32m²,R1945,R288,,0
R 450 000,1.0,1.0,1.0,Apartment/Flat,,26m²,,,0.0,0
R 2 850 000,6.0,4.0,4.0,House,1236m²,600m²,,R1377,1.0,0
R 735 000,2.0,1.5,1.0,Apartment/Flat,,,R1350,,0.0,0
R 22 000 000,,,,IndustrialProperty,6800m²,5962m²,R1,R1,,0
R 3 899 000,3.0,3.5,6.0,House,1360m²,,,,,0
R 2 300 000,3.0,2.0,2.0,House,995m²,301m²,,,0.0,1
R 2 980 000,2.0,2.0,2.0,Apartment/Flat,,97m²,R6168,R1816,,1
R 1 499 000,2.0,2.0,2.0,Apartment/Flat,,118m²,,,,0
R 1 150 000,2.0,2.0,2.0,Townhouse,,125m²,,,0.0,1
R 6 999 000,4.0,4.5,3.0,Townhouse,1280m²,600m²,R4000,,1.0,1
R 1 290 000,3.0,2.0,1.0,Apartment/Flat,10882m²,146m²,R2014,R450,0.0,1
R 199 000,1.0,1.0,1.0,Apartment/Flat,1490m²,92m²,,,0.0,0
R 4 490 000,3.0,3.5,2.0,Townhouse,,240m²,R3281,R3388,,0
R 650 000,,,,House,,,,,,0
R 850 000,2.0,1.0,,House,,,,,,0
R 13 999 999,,,,CommercialProperty,3000m²,7000m²,,R40000,0.0,0
R 1 575 000,2.0,2.0,1.0,Apartment/Flat,,104m²,R2106,,0.0,1
R 2 999 000,4.0,2.0,2.0,House,1147m²,,,R1736,1.0,1
R 252 000,1.0,1.0,1.0,Apartment/Flat,,,R1000,R500,,0
R 595 000,3.0,1.0,,Apartment/Flat,200m²,43m²,R1350,R300,,0
R 3 200 000,5.0,4.5,5.0,House,990m²,600m²,,R2300,1.0,0
R 495 000,1.0,1.0,1.0,Apartment/Flat,,25m²,,,0.0,1
R 2 200 000,2.0,2.0,2.0,Apartment/Flat,,71m²,R2000,R1700,,0
R 7 499 000,3.0,4.0,4.0,House,647m²,,,,,1
R 600 000,3.0,1.0,,House,314m²,,,R747,1.0,0
R 1 060 000,3.0,1.0,1.0,Apartment/Flat,,117m²,R2400,R692,,1
R 1 590 000,4.0,2.0,2.0,House,495m²,,,,,1
R 599 000,2.0,1.0,1.0,Apartment/Flat,,53m²,R2380,R327,,0
R 2 599 000,4.0,2.0,5.0,House,1329m²,250m²,,R3000,,1
R 7 000 000,4.0,3.0,4.0,House,1350m²,535m²,,R2200,1.0,1
R 890 000,3.0,1.0,1.0,House,496m²,,,,0.0,0
R 7 990 000,5.0,4.0,4.0,House,1733m²,,,R4327,1.0,1
R 2 800 000,3.0,3.0,3.0,House,496m²,,,,,0
R 2 850 000,5.0,4.0,2.0,House,1283m²,,,R1474,1.0,1
R 350 000,0.5,1.0,,Apartment/Flat,,53m²,R1008,,0.0,0
R 1 250 000,1.0,1.0,1.0,Apartment/Flat,,105m²,R2600,R450,1.0,0
POA,3.0,1.0,4.0,House,496m²,,,,,0
R 2 399 999,5.0,4.0,12.0,House,495m²,400m²,,R800,1.0,1
R 799 000,3.0,1.0,,Apartment/Flat,,,R1300,R435,0.0,1
R 1 395 000,3.0,1.0,3.0,House,1155m²,,,R817,1.0,0
R 450 000,2.0,2.0,1.0,Apartment/Flat,1240m²,131m²,,R400,,0
R 629 000,,,,,,,,,,0
R 500 000,2.0,1.0,1.0,Apartment/Flat,,,,,,0
R 2 200 000,6.0,2.5,,House,1980m²,,,R1382,1.0,1
R 1 850 000,4.0,3.0,1.0,House,,,,,,1
R 1 299 999,4.0,2.0,,House,991m²,,,R646,,0
R 1 850 000,3.0,2.0,2.0,House,888m²,,,R1500,1.0,1
R 1 300 000,3.0,2.0,3.0,House,496m²,,,,1.0,0
R 550 000,2.0,1.0,,Apartment/Flat,,,,,,1
R 2 995 000,7.0,5.0,17.0,House,1403m²,400m²,,R990,0.0,0
R 4 200 000,6.0,3.0,2.0,House,2000m²,,R400,R600,,0
R 2 700 000,1.0,1.0,1.0,Apartment/Flat,,64m²,,,,1
R 1 300 000,3.0,1.5,,Apartment/Flat,491m²,174m²,,R566,0.0,0
R 2 550 000,5.0,3.0,6.0,House,821m²,,,R878,,0
R 2 600 000,,,,VacantLand/Plot,911m²,,R2450,,,0
R 1 175 000,1.0,1.0,1.0,Apartment/Flat,,105m²,R2600,R3085,1.0,0
R 11 500 000,5.0,4.0,14.0,House,4047m²,900m²,,R7600,,1
R 329 995,2.0,1.0,,Apartment/Flat,,92m²,R1255,R200,,0
R 570 000,1.0,1.0,1.0,Apartment/Flat,,59m²,,,,0
R 8 999 999,,,,CommercialProperty,,,,,,0
R 2 499 000,1.0,1.0,1.0,Apartment/Flat,,122m²,R3672,R1125,,1
R 600 000,1.0,1.0,,Apartment/Flat,995m²,38m²,R1600,R200,0.0,1
R 375 000,1.0,1.0,2.0,Apartment/Flat,,33m²,R900,R350,,0
R 820 000,2.0,1.0,1.0,Townhouse,,,R1450,R250,,1
R 695 000,2.0,1.5,,Townhouse,1000m²,117m²,,R765,0.0,0
R 2 850 000,,,,VacantLand/Plot,660m²,,R1780,,,0
R 1 199 000,3.0,2.0,8.0,House,,,,,,0
R 590 000,2.0,1.0,1.0,Apartment/Flat,,61m²,R780,,,0
R 760 000,2.0,2.0,2.0,Apartment/Flat,,74m²,R1990,R390,,1
R 2 850 000,4.0,2.0,1.0,House,1428m²,,R520,R1390,,1
R 5 299 000,3.0,1.0,2.0,House,2965m²,,,,0.0,0
R 2 499 999,3.0,1.5,9.0,House,990m²,495m²,,R1300,,1
R 720 000,2.0,2.0,2.0,Townhouse,,,,,,1
POA,4.0,3.0,6.0,House,1024m²,620m²,,R3650,1.0,1
R 230 000,0.5,1.0,1.0,Apartment/Flat,,33m²,R481,,0.0,0
R 4 800 000,4.0,2.0,4.0,House,506m²,365m²,R1961,R1100,1.0,0
R 28 000 000,,,,IndustrialProperty,,35000m²,R1,R1,,0
R 2 060 000,2.0,2.0,1.0,Apartment/Flat,,121m²,R2670,R4680,,0
R 1 999 000,2.0,2.0,,Apartment/Flat,141m²,141m²,R3259,R1000,,0
R 1 700 000,,,,CommercialProperty,495m²,,,R1500,,0
R 1 190 000,1.0,1.0,1.0,Apartment/Flat,,74m²,R2917,R845,,1
R 2 599 000,4.0,2.0,5.0,House,998m²,998m²,,R890,1.0,1
R 1 685 000,2.0,1.0,2.0,Apartment/Flat,,113m²,,,1.0,0
R 5 000 000,4.0,4.0,2.0,House,929m²,,,,1.0,1
R 1 100 000,2.0,1.0,,House,596m²,,,,1.0,1
R 3 999 000,5.0,2.5,10.0,House,1963m²,,,,1.0,1
R 3 350 000,3.0,2.0,4.0,House,496m²,200m²,,,,0
R 1 990 000,2.0,2.0,2.0,Apartment/Flat,,89m²,,,0.0,1
R 2 480 000,4.0,2.0,7.0,House,477m²,,,,1.0,0
R 900 000,3.0,2.0,,House,373m²,150m²,,,,0
R 2 100 000,4.0,3.0,5.0,House,932m²,,,,1.0,0
R 900 000,2.0,1.0,1.0,Apartment/Flat,,63m²,,,,0
R 4 350 000,3.0,3.5,2.0,House,495m²,,,,1.0,1
R 2 500 000,5.0,2.0,1.0,House,1205m²,,,,,0
R 1 050 000,3.0,2.0,2.0,Townhouse,,99m²,R2100,R600,,1
R 2 370 500,1.0,1.0,,Apartment/Flat,53.5m²,53m²,R1800,,,0
R 3 765 000,2.0,2.0,,Apartment/Flat,75.4m²,75m²,R2800,,,0
R 2 390 000,4.0,3.0,2.0,Townhouse,258m²,258m²,R2106,,1.0,1
R 1 650 000,3.0,2.0,2.0,House,1000m²,,,R700,1.0,0
R 980 000,3.0,2.0,,Townhouse,42000m²,71m²,R1850,R550,0.0,0
R 12 500 000,5.0,4.5,2.0,House,818m²,751m²,R7800,R8300,,1
R 1 695 000,3.0,2.0,4.0,House,1064m²,,,R786,1.0,1
R 590 000,,1.0,1.0,Apartment/Flat,,60m²,,,0.0,1
R 2 000 000,3.0,3.0,,House,516m²,515m²,,R4478,,0
R 5 550 000,4.0,3.0,5.0,House,1487m²,464m²,,R3315,1.0,1
R 7 095 000,,,,Farm,,,,R1308,1.0,0
R 2 499 000,4.0,5.0,,House,972m²,,,,1.0,0
R 745 000,2.0,1.0,,House,,48m²,R700,R380,0.0,0
R 880 000,3.0,2.0,2.0,Apartment/Flat,,144m²,R2500,,0.0,0
R 1 795 000,4.0,2.0,3.0,House,945m²,,,R800,1.0,0
R 1 350 000,3.0,2.0,2.0,House,,,R1,R1500,1.0,0
R 2 700 000,3.0,3.0,2.0,House,1083m²,300m²,,,,0
R 1 349 000,2.0,2.0,1.0,Apartment/Flat,,132m²,R3723,R924,0.0,1
R 1 099 000,1.0,1.0,1.0,Apartment/Flat,,62m²,,,,1
R 2 999 000,4.0,3.0,3.0,Townhouse,,291m²,R5419,R1395,,1
R 2 350 000,2.0,2.0,2.0,Apartment/Flat,2028m²,108m²,R3969,R1900,1.0,0
R 1 190 000,3.0,2.5,1.0,Townhouse,,152m²,R3057,R657,1.0,1
R 8 000,,,,CommercialProperty,,,,,,0
R 2 200 000,1.0,1.0,1.0,Apartment/Flat,,43m²,R2000,,,1
R 899 000,2.0,1.5,2.0,Apartment/Flat,,142m²,R2797,R641,,0
R 7 950 000,3.0,2.5,4.0,House,3493m²,,,,0.0,1
R 320 000,1.0,1.0,1.0,Apartment/Flat,,33m²,R250,R1800,,0
R 349 999,1.0,1.0,1.0,Apartment/Flat,26m²,26m²,R700,,0.0,0
R 495 000,1.0,1.0,,Apartment/Flat,500m²,66m²,,R892,,0
R 750 000,3.0,2.0,1.0,Townhouse,69m²,69m²,,,,0
R 1 350 000,3.0,2.0,3.0,House,496m²,,,,,0
R 790 000,4.0,3.0,,House,751m²,,,,,0
R 620 000,2.0,1.0,1.0,Townhouse,,62m²,,R359,0.0,0
R 3 995 000,5.0,4.0,3.0,House,1487m²,,,R3800,1.0,1
R 2 850 000,4.0,2.0,5.0,House,1716m²,,,R1591,1.0,1
R 1 390 000,3.0,1.5,1.0,House,1137m²,,,R600,1.0,1
R 2 150 000,2.0,2.0,2.0,Apartment/Flat,,110m²,,,0.0,1
R 1 100 000,3.0,2.0,,House,778m²,,,R700,1.0,1
R 2 475 000 - R 2 499 000,,,,,,,,,,0
R 2 070 000,,,,VacantLand/Plot,,,,,,0
R 39 990 000,,,,CommercialProperty,,,,,,0
R 1 250 000,1.0,1.0,1.0,Apartment/Flat,,49m²,R2300,R650,,1
R 650 000,2.0,1.0,,Apartment/Flat,,74m²,R1400,R550,0.0,0
R 760 000,3.0,1.0,,Apartment/Flat,,,,,0.0,0
R 2 100 000,2.0,1.0,1.0,House,248m²,140m²,,R540,0.0,0
R 900 000,,,,VacantLand/Plot,1405m²,,,R533,,0
R 1 300 000,4.0,3.0,1.0,House,,,,,,0
R 400 000,1.0,1.0,,Apartment/Flat,,40m²,,,,0
R 850 000,3.0,1.0,,House,,,,,1.0,0
R 895 000,2.0,1.0,,Apartment/Flat,,79m²,R2524,R498,0.0,0
R 1 900 000,3.0,2.0,3.0,House,,,,,,0
R 750 000,1.0,1.0,1.0,Apartment/Flat,47m²,41m²,,,0.0,0
R 1 245 000,3.0,2.0,1.0,Townhouse,,,,,1.0,1
R 4 450 000,4.0,4.0,4.0,House,1516m²,,,R5395,,1
R 1 350 000,3.0,1.5,1.0,House,495m²,495m²,,,,0
R 900 000,1.0,1.0,,Apartment/Flat,,104m²,R2810,,,0
R 2 350 000,9.0,7.0,2.0,House,1490m²,,,,1.0,0
R 2 950 000,5.0,3.0,2.0,House,,,,,,1
R 1 050 000,1.0,1.0,1.0,Apartment/Flat,60m²,60m²,R1200,R630,1.0,0
R 2 500 000,6.0,3.0,2.0,House,793m²,,,,,0
R 4 450 000,5.0,5.0,8.0,House,1650m²,493m²,,,1.0,0
R 1 400 000,3.0,1.0,,House,495m²,,,,,0
R 195 000,1.0,1.0,,Apartment/Flat,495m²,68m²,,,0.0,0
R 895 000,2.0,2.0,3.0,Apartment/Flat,,98m²,R1399,R800,,0
R 1 800 000,4.0,2.0,8.0,House,648m²,151m²,,R524,,0
R 1 290 000,3.0,2.0,5.0,House,327m²,,,,0.0,0
R 2 650 000,3.0,2.0,16.0,House,2091m²,,,R700,,1
R 350 000,0.5,1.0,,Apartment/Flat,,29m²,R940,R300,,1
R 669 999,2.0,1.0,2.0,Apartment/Flat,,57m²,,,0.0,1
R 695 000,3.0,1.0,,Apartment/Flat,61m²,61m²,R2100,R450,,0
R 1 200 000,3.0,2.0,2.0,House,,,,,,0
R 1 250 000,4.0,2.0,6.0,House,496m²,,,,1.0,0
R 2 550 000,2.0,2.0,2.0,Apartment/Flat,,118m²,R4998,R1600,1.0,1
R 1 149 000 - R 1 219 000,,,,,,,,,,0
R 699 000,4.0,1.0,1.0,House,600m²,,,,,0
R 2 250 000,3.0,2.0,1.0,Apartment/Flat,,156m²,R3920,R938,0.0,0
R 699 000,2.0,1.0,,Apartment/Flat,,49m²,R1862,R400,0.0,1
R 7 200 000,3.0,3.0,2.0,Apartment/Flat,,,,,0.0,0
R 46 000 000,,,,Farm,,,,,,0
R 600 000,3.0,2.5,1.0,House,250m²,,,R333,0.0,0
R 1 199 000,3.0,2.0,2.0,House,,,R1500,R450,1.0,0
R 8 200 000,4.0,3.5,4.0,House,2082m²,,,R3763,1.0,1
R 773 000,3.0,1.0,2.0,House,200m²,60m²,,R500,1.0,0
R 1 800 000,5.0,3.0,1.0,House,829m²,186m²,,R800,0.0,1
R 2 365 000,1.0,1.0,1.0,Apartment/Flat,47.3m²,47m²,R1800,,,0
R 3 799 000,4.0,3.0,4.0,House,496m²,280m²,,R2000,1.0,0
R 6 500 000,14.0,14.0,,House,495m²,,,,,0
R 8 000 000,,,,VacantLand/Plot,2175m²,,,,,0
R 2 525 000,2.0,2.0,4.0,Apartment/Flat,,118m²,R5526,R1588,0.0,1
R 1 600 000,,,,Farm,,,,,,0
R 470 000,2.0,1.0,,Apartment/Flat,,,,,0.0,0
R 476 000,1.0,1.0,,Apartment/Flat,,69m²,,,,0
R 488 000,1.0,1.0,,Apartment/Flat,,80m²,,,,0
R 2 145 000,2.0,2.0,2.0,Apartment/Flat,,125m²,R2238,,1.0,0
R 880 000,3.0,1.0,2.0,House,413m²,,,R400,1.0,0
R 1 790 000,2.0,1.0,2.0,Apartment/Flat,3724m²,59m²,R2165,R1000,,0
R 6 950 000,4.0,3.5,7.0,House,870m²,600m²,R3750,R4672,0.0,1
R 380 000,2.0,2.0,1.0,Apartment/Flat,372m²,122m²,R2000,R300,0.0,0
R 1 850 000,3.0,2.0,7.0,House,996m²,,,,,0
R 3 900 000,4.0,3.0,3.0,House,1806m²,,,,,1
R 4 500 000,8.0,6.0,2.0,House,495m²,350m²,,R3660,0.0,0
R 2 999 000,3.0,2.0,,House,4577m²,,,R530,,0
R 695 000,2.0,1.0,1.0,Apartment/Flat,,107m²,R3192,R403,0.0,0
R 2 390 000,4.0,2.0,2.0,House,1990m²,,,R1215,,1
